date,symbol,open,high,low,close,volume,sector
2020-02-12,AAPL,132.57235898813494,134.69650731220656,130.53636073750354,132.40736081582074,12612730,Technology
2020-02-13,AAPL,137.48987836947967,140.10063351059011,135.67068225569494,137.3786698143796,20890822,Technology
2020-02-14,AAPL,137.33098029332058,139.35434685324955,135.19691170272006,137.41027453367312,13119777,Technology
2020-02-17,AAPL,134.2073145076106,136.1785657653572,133.12980405060634,134.57217268843803,18100298,Technology
2020-02-18,AAPL,137.440583453852,137.78910915038585,134.838370039122,136.85329189389319,12474907,Technology
2020-02-19,AAPL,133.19499178015016,136.2401209295714,132.21916446681863,133.58018909211432,8338937,Technology
2020-02-20,AAPL,134.40562838611203,136.36410741208658,132.480580385948,134.20497995696428,28340806,Technology
2020-02-21,AAPL,129.13231805811617,129.14978343027786,127.01859117680453,129.01213265299182,23054213,Technology
2020-02-24,AAPL,125.86921470803067,127.3522279017415,123.60543156047373,125.64959642475158,56397571,Technology
2020-02-25,AAPL,126.76457870801703,126.62956494064069,124.31447858770002,126.20713191973663,10655739,Technology
2020-02-26,AAPL,128.37881818173122,129.9207696676753,126.40267439371338,128.13423046729244,16177232,Technology
2020-02-27,AAPL,128.34839690373846,129.03934076525724,126.88276871681546,128.63746043926167,16841251,Technology
2020-02-28,AAPL,128.53175327510894,128.8648466047287,126.74158883669415,128.4042451424696,29452234,Technology
2020-03-02,AAPL,127.63794420103784,129.40058368800408,126.21056112382554,127.6951874102058,13936776,Technology
2020-03-03,AAPL,123.57355144232653,124.03050492659685,122.46932651807079,123.98303215090932,9999790,Technology
2020-03-04,AAPL,122.39417044589683,123.97081374997286,120.83958195569669,122.26005431432384,32851247,Technology
2020-03-05,AAPL,121.56182111577915,123.52400099378744,119.42045892726514,121.19482991834445,15329208,Technology
2020-03-06,AAPL,123.80353784898537,124.81299793801023,121.53172349630955,123.8177823014937,27865986,Technology
2020-03-09,AAPL,124.8211757302327,125.42165111948727,123.3851525394171,124.73061228409641,26289885,Technology
2020-03-10,AAPL,120.49503349471858,121.82237442978779,118.41428961392015,120.39487602904161,17692482,Technology
2020-03-11,AAPL,120.69228679789443,121.3124038371455,119.32395796556156,121.23543445342185,16459918,Technology
2020-03-12,AAPL,119.86231298797512,121.82317020893763,119.01545274569494,120.36233981931682,14765637,Technology
2020-03-13,AAPL,119.24787868080735,120.3588023359304,116.6680712543418,118.79300267258652,17822977,Technology
2020-03-16,AAPL,120.74236215502516,122.43769748217167,118.13612869181806,120.30565643422344,27650261,Technology
2020-03-17,AAPL,123.13818041116313,123.55046928612803,121.37559615179372,122.84651074918548,12059647,Technology
2020-03-18,AAPL,125.81854634966248,125.27120699766802,123.81557016958054,125.19602426783031,18963344,Technology
2020-03-19,AAPL,123.30831677174388,125.5548716096116,121.26683567752967,123.15728833189682,10265300,Technology
2020-03-20,AAPL,122.88263346495245,122.6100439199453,120.4186606286662,122.45723182149278,10924761,Technology
2020-03-23,AAPL,122.79577497474425,125.73554942877566,121.87074910496848,123.3297724936709,17683209,Technology
2020-03-24,AAPL,126.2412091432111,128.15759016297068,123.38881653943182,125.79771255162392,6739636,Technology
2020-03-25,AAPL,124.51242259075076,124.83212807304984,122.42469453423524,124.65503094720762,50318075,Technology
2020-03-26,AAPL,123.9182167742552,125.42026551665269,122.10310267073477,124.25449195304812,9890306,Technology
2020-03-27,AAPL,121.08219734476677,121.97450611031148,119.31497074147467,121.56727739652449,17602497,Technology
2020-03-30,AAPL,119.28130459577957,120.52252849312208,117.49419920965897,118.71966938535924,32207325,Technology
2020-03-31,AAPL,120.63554693470395,121.38031280136839,119.25772548578517,120.70828516008606,11665460,Technology
2020-04-01,AAPL,123.82730791227976,124.78555466835927,121.85037792241211,124.0428274649511,5678780,Technology
2020-04-02,AAPL,123.46727731909188,124.56185195954448,121.88801232459039,123.92620209694519,14376748,Technology
2020-04-03,AAPL,126.69550556238755,126.633703938283,124.2121762900363,126.47544561229566,11596170,Technology
2020-04-06,AAPL,127.84730615850498,127.82795898924209,125.34108902874891,127.453444883449,5754017,Technology
2020-04-07,AAPL,126.33172299653118,126.26273430077188,123.459405668945,125.87271690415496,20708205,Technology
2020-04-08,AAPL,126.82583734770806,127.6126609785908,125.02319906988888,126.84545019745836,19918162,Technology
2020-04-09,AAPL,131.20814113672014,131.16954161826376,128.95413382339132,130.81073173642767,31793068,Technology
2020-04-10,AAPL,130.78961298398812,131.1592679074274,128.98284057292645,130.78240849447207,10254061,Technology
2020-04-13,AAPL,134.63490658530523,136.25692775573444,132.3525684414096,134.94035701357834,8072932,Technology
2020-04-14,AAPL,127.88593319593015,128.721804658877,126.43102270816588,127.93764039947624,14654149,Technology
2020-04-15,AAPL,129.5282632637695,131.1939096586361,128.09900209019054,130.10465456063972,17182883,Technology
2020-04-16,AAPL,130.68961086184802,131.89390994443127,128.65830684365062,130.3962114627929,28467408,Technology
2020-04-17,AAPL,130.04090305927195,131.9178586405592,127.49502746567103,129.68162105451879,36356356,Technology
2020-04-20,AAPL,130.03387919662083,132.16847541430744,128.67089914416644,129.98445559005296,32960986,Technology
2020-04-21,AAPL,125.36882756331661,125.81018091725228,122.62846742502597,124.88238655160579,20621967,Technology
2020-04-22,AAPL,124.38296947600891,126.24131179725255,122.52097849037453,124.3961647526527,26784803,Technology
2020-04-23,AAPL,125.32574926572396,127.44822206798587,123.29290307629302,125.3468315206494,13037611,Technology
2020-04-24,AAPL,129.5790387184192,130.16497955457942,126.9559983258142,129.11449165304145,19536463,Technology
2020-04-27,AAPL,127.7819053523539,129.79016042261003,125.44499238968805,127.84072498344173,9899061,Technology
2020-04-28,AAPL,125.45545877921926,128.23202550989896,123.54156187214068,125.83747717916665,18530680,Technology
2020-04-29,AAPL,124.72201281033418,126.08168639238282,122.7551032993202,124.63759910732513,18772788,Technology
2020-04-30,AAPL,127.1655884554366,127.56546452329101,125.14393301439684,126.98178835024176,42484927,Technology
2020-05-01,AAPL,127.7167222403146,129.57246998306155,125.50318050633898,127.88018732095114,16016086,Technology
2020-05-04,AAPL,126.67893389531817,127.05827529395637,124.41015857245715,126.58921073275333,18785898,Technology
2020-05-05,AAPL,127.59207132141617,128.41987687047478,126.44946154407897,127.95198772317264,20217847,Technology
2020-05-06,AAPL,127.989528146015,130.6427283337111,126.94317157630633,128.26438902508175,14305941,Technology
2020-05-07,AAPL,130.9065926027744,131.1875035653658,128.6870660857397,130.81337437745245,12023207,Technology
2020-05-08,AAPL,129.42622211450072,129.99019923329567,126.57347071130197,129.04202238059665,34380540,Technology
2020-05-11,AAPL,128.33373250832977,130.428818885563,126.71654402214885,128.26089967069606,10997042,Technology
2020-05-12,AAPL,126.90555665326568,129.0323041088446,125.05354772215289,127.3191872307525,9245399,Technology
2020-05-13,AAPL,123.30772236299028,125.81786361380225,121.49178370742769,123.65617615044312,25234642,Technology
2020-05-14,AAPL,124.15570676432534,124.4519725554964,123.04488996389901,124.45034626136665,32040236,Technology
2020-05-15,AAPL,125.52855832920953,126.73269896180994,123.59814320349915,125.16233981482017,14330358,Technology
2020-05-18,AAPL,124.80195478354568,126.38570928011556,123.17282596134106,125.23772122868581,14440811,Technology
2020-05-19,AAPL,124.20614443563295,125.9252903897987,123.36678159253111,124.7127569290307,20683925,Technology
2020-05-20,AAPL,120.68716307914325,121.95158006679448,119.07155383938382,121.24481756113933,12605821,Technology
2020-05-21,AAPL,119.97044726766964,122.4708472695765,118.44272910986655,120.28541866158724,12148780,Technology
2020-05-22,AAPL,119.48081087982713,121.33918678802881,117.3153191515874,119.52109018888152,27879213,Technology
2020-05-25,AAPL,117.64808568167759,118.67493726096515,116.01215170542206,117.66306965695341,24328551,Technology
2020-05-26,AAPL,117.92854652060306,119.14813263974182,115.46237165888583,117.34235375325332,34593455,Technology
2020-05-27,AAPL,118.73692714949483,118.75333470695384,116.01833864210478,118.34927050162268,9600263,Technology
2020-05-28,AAPL,122.50986643628273,123.70956756208841,121.04292524715497,122.87301964564774,13969184,Technology
2020-05-29,AAPL,123.50550152359281,125.6101839143164,121.52517835127742,123.36347421598619,20669823,Technology
2020-06-01,AAPL,124.06218474520335,124.18526573387135,121.6227016117963,124.0606021727991,11305333,Technology
2020-06-02,AAPL,124.00132296191578,125.02405525758792,122.49922073981172,123.93791637110037,24752556,Technology
2020-06-03,AAPL,118.83909693132091,119.30326947625737,117.39429140649929,119.24371520094579,33128654,Technology
2020-06-04,AAPL,118.92707395424088,119.35842525981595,117.71931445892542,119.24010479828746,13415437,Technology
2020-06-05,AAPL,118.97943560257148,120.89655650639222,117.39019001240271,119.4433619815944,18308785,Technology
2020-06-08,AAPL,124.97804709773618,126.33976348983957,123.88460556562606,125.38744204838295,37184589,Technology
2020-06-09,AAPL,124.8328945616697,126.84418255116663,122.62520531988305,124.96774278292986,44155648,Technology
2020-06-10,AAPL,126.1270029996121,126.37994842374883,124.12027395950243,125.7839004685938,26075226,Technology
2020-06-11,AAPL,125.84219531703955,128.0964437042978,123.73137414853508,125.75946878311423,24162447,Technology
2020-06-12,AAPL,122.34979312815639,122.92997956676503,121.44131168965166,122.88290193371529,11719062,Technology
2020-06-15,AAPL,125.7841168707199,127.70279653807147,123.53274809103786,125.75301106155537,21492193,Technology
2020-06-16,AAPL,127.50920545668484,127.7839339575444,126.38079696819625,127.70704442662633,23724196,Technology
2020-06-17,AAPL,130.00918293568236,132.21374311216934,127.54007014104033,129.7913049889178,16165833,Technology
2020-06-18,AAPL,127.63770013904379,129.2257040126652,125.35053903297313,127.49558895144507,13339064,Technology
2020-06-19,AAPL,131.59283618765195,133.620484206869,129.67397831549826,131.1363384829315,9463442,Technology
2020-06-22,AAPL,127.83010506401595,128.23290930878827,125.33386117350086,127.52523434271325,7532448,Technology
2020-06-23,AAPL,129.6839110061008,129.11233037146957,127.42838183761538,129.08577872813586,6781126,Technology
2020-06-24,AAPL,135.08348609994022,136.48429396014615,133.44406665678213,134.80545502204208,23994061,Technology
2020-06-25,AAPL,131.95356410455318,133.10116474914005,129.66257815175533,132.202263749051,19335344,Technology
2020-06-26,AAPL,130.69624456839398,131.45379983206217,128.6046774731261,130.77104804473686,14100066,Technology
2020-06-29,AAPL,131.53567763124587,133.54984929757478,128.7186131650099,131.0970638377912,15216143,Technology
2020-06-30,AAPL,129.6769911431139,132.25404357991093,127.3259318632873,129.8425287703412,19951819,Technology
2020-07-01,AAPL,125.36746976253059,126.2904533881061,124.11225417459306,125.88060881149997,16540361,Technology
2020-07-02,AAPL,125.67535313185643,128.5579656917282,124.15722004043215,126.11616409611592,9187174,Technology
2020-07-03,AAPL,123.50162346577926,124.10899433033012,121.61138854143975,123.49974878856008,28348813,Technology
2020-07-06,AAPL,124.9332265168094,126.60517514672944,123.17695342601945,124.73126958718653,20908340,Technology
2020-07-07,AAPL,122.59543280713014,124.71569792288841,121.05134060306506,122.50001618147594,20512496,Technology
2020-07-08,AAPL,126.68340839790413,126.49913070755468,123.84012476097571,126.35860598346417,27299446,Technology
2020-07-09,AAPL,124.08453198188258,126.09377836705791,122.46522591344892,124.44236940342459,11956348,Technology
2020-07-10,AAPL,123.58230221172553,125.89155016783482,122.3368064186029,123.70302862472043,32948666,Technology
2020-07-13,AAPL,126.29222171987927,126.56714745272936,124.13121280693873,125.77757101157246,16744396,Technology
2020-07-14,AAPL,122.46385039052244,123.21208218450465,120.51589972531148,122.7441573177606,28005040,Technology
2020-07-15,AAPL,123.16913473287198,124.42474207837557,121.92173006255308,123.36391695635022,25927640,Technology
2020-07-16,AAPL,126.16927338886387,128.51226114265688,124.79076152378377,126.65068391861625,10683325,Technology
2020-07-17,AAPL,122.38216367436742,123.8510421184485,120.55724324468466,122.64223223967778,23093132,Technology
2020-07-20,AAPL,123.27476263435896,124.22504491451622,120.89577887925375,123.15643152694614,21141171,Technology
2020-07-21,AAPL,123.38324144261851,125.21238864015281,122.49868375238833,123.85813449380734,18233141,Technology
2020-07-22,AAPL,125.66037619980852,127.70182646870029,124.16860056920957,125.85676600911283,17131162,Technology
2020-07-23,AAPL,123.33609792330087,124.82255196896784,121.04582557297043,122.80612206844161,17203940,Technology
2020-07-24,AAPL,119.8121686780859,121.77369944857323,117.70975720640276,119.62432200922565,26962035,Technology
2020-07-27,AAPL,120.72341015137538,120.95902059646849,119.51378679771811,120.93287228853737,23975688,Technology
2020-07-28,AAPL,122.07797147119753,121.965909536036,119.97951265341744,121.71164291587688,18234665,Technology
2020-07-29,AAPL,122.3381766538248,122.67281440432032,121.13465305554318,122.38225666442038,8517449,Technology
2020-07-30,AAPL,122.9396745462789,123.45721803091882,121.55899730623302,123.29143006666433,22995689,Technology
2020-07-31,AAPL,121.96689539213192,121.75520331154901,120.04422927608324,121.67625137361571,25787551,Technology
2020-08-03,AAPL,122.34177838612278,122.5548756143336,120.0672396335164,122.3022846840668,56729259,Technology
2020-08-04,AAPL,123.1639674597676,123.80982019382664,121.77358025378409,123.08030448765761,30747281,Technology
2020-08-05,AAPL,121.7702905439547,123.77116733130129,119.27092225681432,121.38339283906393,6948298,Technology
2020-08-06,AAPL,126.56529295169126,127.0600467056877,123.89187585400546,125.97356534419139,18677129,Technology
2020-08-07,AAPL,126.65826865719198,127.36462743102425,125.56620178001351,127.23036057535768,44423676,Technology
2020-08-10,AAPL,124.21029777018428,124.82553950228265,122.54026008012654,124.2625762855698,24529083,Technology
2020-08-11,AAPL,125.6451173932995,127.41153685474282,123.88972669912592,125.95640843128115,21166318,Technology
2020-08-12,AAPL,123.96383278271598,125.59220922608819,121.68259124301201,123.56403858458407,28168360,Technology
2020-08-13,AAPL,125.38359982251389,126.48146705045583,124.07125230188247,125.57092765079963,13156237,Technology
2020-08-14,AAPL,128.32256755827243,129.08089573305418,126.08142421700971,128.54343154718651,22808426,Technology
2020-08-17,AAPL,126.45570435314113,127.71761018637856,125.0316114264593,126.49783683473952,15844953,Technology
2020-08-18,AAPL,128.63878809982074,129.98133086654727,127.46124832061122,128.9983856813095,17783540,Technology
2020-08-19,AAPL,130.54897077335733,131.12881855834758,128.12273761520342,130.12784633844697,27175404,Technology
2020-08-20,AAPL,132.0720521851715,134.8005125439155,129.84272535815805,132.33236862523066,11299161,Technology
2020-08-21,AAPL,138.01472969173733,139.2981974340219,135.40078285318458,137.41867697326953,34194892,Technology
2020-08-24,AAPL,136.17358509671553,138.1143226393041,134.63456102955152,136.8129681068346,14536737,Technology
2020-08-25,AAPL,134.36221569053035,136.58888611616243,133.43187333926105,134.81895695458383,20458869,Technology
2020-08-26,AAPL,132.5702909298432,134.38182146880956,129.92882888144447,132.4878982810978,8915854,Technology
2020-08-27,AAPL,130.2850864141353,130.6958877707741,128.58363303769113,130.39244242921487,25738906,Technology
2020-08-28,AAPL,130.82772086148,131.98058698437006,127.75147868104118,130.25656904631003,37015510,Technology
2020-08-31,AAPL,131.0197499297582,132.6554987658068,129.11528486838975,131.21044304609296,13884377,Technology
2020-09-01,AAPL,132.44255995782075,134.15290907954267,130.16972991698535,132.0021427149534,10308547,Technology
2020-09-02,AAPL,134.0820578447375,134.93753109811203,131.70904248123378,134.25194301212431,20636814,Technology
2020-09-03,AAPL,134.1590288318972,135.46420700728368,132.57489497192174,134.3539795685792,37169569,Technology
2020-09-04,AAPL,138.54569592341525,138.52087517055992,136.10712997658575,138.32691831245603,8698553,Technology
2020-09-07,AAPL,137.2258228713664,138.0956474554985,136.04951691040608,137.66389848856946,10328746,Technology
2020-09-08,AAPL,144.55687187992652,146.4396047316238,142.56193893450498,145.22211227823635,14310453,Technology
2020-09-09,AAPL,147.66997804264008,148.75088420006406,144.5100877890326,147.1119380108946,11916370,Technology
2020-09-10,AAPL,144.66704319314005,146.77991979887122,143.1563085083777,144.6635317937984,11935203,Technology
2020-09-11,AAPL,141.24152850118244,144.14781283225656,140.12805692516594,141.63748174087522,6302993,Technology
2020-09-14,AAPL,143.67081783403134,144.89326252750075,141.1146396117789,143.07502403983528,24109682,Technology
2020-09-15,AAPL,142.36919094249112,144.65156383062117,140.41411204906623,142.50712268420511,21273141,Technology
2020-09-16,AAPL,144.86997855679508,145.85259427354097,142.77895353498974,144.6133793657105,7680314,Technology
2020-09-17,AAPL,146.52832087783784,146.4821691365334,144.34985821100727,146.054415898045,37213922,Technology
2020-09-18,AAPL,145.9735019848726,148.3796869323003,143.62574195727476,145.91470342002222,41622097,Technology
2020-09-21,AAPL,143.34287086442467,146.14299336813593,141.00660759409288,143.51646768713445,12337362,Technology
2020-09-22,AAPL,139.71939710470153,140.58801707360453,137.17114024402738,139.24011546552654,32180457,Technology
2020-09-23,AAPL,137.8018389354973,139.64863574808098,135.75396106024488,138.06627965360138,13485110,Technology
2020-09-24,AAPL,139.85278172825545,141.2644253744235,137.69906909094863,140.5001087020696,19661124,Technology
2020-09-25,AAPL,141.8472654841595,143.89869122341784,138.9063718789466,141.17196264287517,11824858,Technology
2020-09-28,AAPL,138.03980525811053,138.67780569809116,135.89504017583553,137.7252808575744,54337295,Technology
2020-09-29,AAPL,138.69349302916032,140.88935322941526,136.05912610605085,138.27117133104375,15488169,Technology
2020-09-30,AAPL,139.80080665056533,140.14731237962084,137.9983365627834,139.4058726252956,19130990,Technology
2020-10-01,AAPL,136.36152808851872,138.6650822705427,135.17464924263552,137.01127721820873,12731972,Technology
2020-10-02,AAPL,137.75958888610305,137.83209262691543,136.04149189837494,137.50102431893987,45546913,Technology
2020-10-05,AAPL,137.29074420777465,139.4452846556074,135.28194442908605,137.7298499993117,46126719,Technology
2020-10-06,AAPL,134.39070871270994,136.12190841907838,132.51903868126618,134.65029237083377,40591133,Technology
2020-10-07,AAPL,135.22013118924792,136.1449978928462,133.53486177064576,135.6811409705689,28971287,Technology
2020-10-08,AAPL,137.6239134747679,139.73602464605838,134.6408071078874,137.27073922857983,13140384,Technology
2020-10-09,AAPL,140.16281059380344,140.59411420731172,137.5298248778641,140.31279949365617,27167193,Technology
2020-10-12,AAPL,143.5720020878488,145.06729861437947,140.70706224413348,143.3401942140665,17895757,Technology
2020-10-13,AAPL,139.09112552041373,139.52848319963059,137.83754633543134,139.46235641585875,34615078,Technology
2020-10-14,AAPL,137.56619041381975,137.28719406266669,134.49486376839565,136.9162617946195,31375774,Technology
2020-10-15,AAPL,138.90491455467827,140.9594141419417,136.20789645820074,138.39505399508886,12980552,Technology
2020-10-16,AAPL,139.25774234330817,139.99656781520076,137.89151058332232,139.88636021045468,28846768,Technology
2020-10-19,AAPL,141.24582292588963,141.47829381265808,139.39402392616418,141.39726631400328,25256973,Technology
2020-10-20,AAPL,151.6186834801241,154.76261042565812,149.78290447685717,152.36327895956933,4487535,Technology
2020-10-21,AAPL,153.4702894567611,155.9933481036418,151.70867960279492,154.17911560177137,26804060,Technology
2020-10-22,AAPL,158.50527246269664,159.47484712330544,155.03687029495606,157.75781528178834,14471586,Technology
2020-10-23,AAPL,161.1835944109029,161.7200908252664,159.08423015654347,160.84671886910246,11531285,Technology
2020-10-26,AAPL,162.8183936055885,164.81544546968112,159.8446182366968,163.02262513798854,11780607,Technology
2020-10-27,AAPL,161.95647615083303,164.77434271059857,160.14045683017792,162.07621605282674,16784630,Technology
2020-10-28,AAPL,164.1636515306243,165.36180264790474,162.67054925921352,164.61747134801539,22830899,Technology
2020-10-29,AAPL,162.8532835797189,162.46463513983312,159.64205629225663,162.15536943146614,9073463,Technology
2020-10-30,AAPL,161.20595893708264,164.28019270878937,158.3739169231977,161.46841894289844,19747146,Technology
2020-11-02,AAPL,159.51958972837448,162.3893592692574,156.8641615393688,159.98173545876028,23961876,Technology
2020-11-03,AAPL,160.31172611129713,161.7412983205536,157.65334411317383,160.323693664654,45558078,Technology
2020-11-04,AAPL,167.64881293098733,169.60450123621163,164.74004875230582,167.82574773111895,10482843,Technology
2020-11-05,AAPL,161.75853275245768,164.24599344331173,159.63805444462227,161.64215706180448,15078637,Technology
2020-11-06,AAPL,163.3741478301678,164.43091347708724,161.10236791044528,163.94154968989102,20469102,Technology
2020-11-09,AAPL,158.51517367969035,160.03242731583006,156.63990584771403,158.73569768208966,31873971,Technology
2020-11-10,AAPL,156.6194006188445,157.42590884065032,154.7870217369399,157.3168168514408,15424746,Technology
2020-11-11,AAPL,161.1387620545625,161.4438520292041,158.63692477511137,160.82168009233413,32701003,Technology
2020-11-12,AAPL,160.72190523672,163.9639695076395,159.32970218798368,161.10884334572629,6816893,Technology
2020-11-13,AAPL,157.39700151631558,158.44219065541702,155.2110743131442,157.71671347551742,9596620,Technology
2020-11-16,AAPL,155.13568956415426,157.63090660239874,153.71333446980665,155.53926482902858,21378959,Technology
2020-11-17,AAPL,158.00413729819715,160.33163148571413,155.20267497592354,157.73111714641834,8869982,Technology
2020-11-18,AAPL,154.97150424413854,157.80106709933114,152.95639208409932,155.50595181004735,9982662,Technology
2020-11-19,AAPL,156.52453927678314,157.1027165242696,153.25870535349043,156.25691676596048,13793488,Technology
2020-11-20,AAPL,157.248243027619,156.9663038434432,154.89457035800777,156.47746352823788,26411633,Technology
2020-11-23,AAPL,155.2539630517775,156.96964656000551,152.44507432470982,154.51648686745247,6959465,Technology
2020-11-24,AAPL,161.34467921986715,164.0118839311355,158.4614866945812,161.21923928534198,19555063,Technology
2020-11-25,AAPL,163.29105700484175,165.36731857307188,160.74862514568977,163.343847755917,30101260,Technology
2020-11-26,AAPL,156.69591981100018,157.84546434973205,154.55820528494687,156.80962803261448,16290994,Technology
2020-11-27,AAPL,158.02484896998925,158.10749419839897,155.79481146384387,157.4727894815122,14934439,Technology
2020-11-30,AAPL,155.76122805504232,158.0270992534149,153.22260791279567,155.46725866328921,21954468,Technology
2020-12-01,AAPL,158.63768461604266,158.24675836741943,156.32623275169496,158.19550176770036,16314096,Technology
2020-12-02,AAPL,155.0508226759253,158.5395203452932,154.19694445064528,155.7671352010308,35993377,Technology
2020-12-03,AAPL,155.1673759227335,156.14161388053031,153.56786886187965,155.48757543282213,10302417,Technology
2020-12-04,AAPL,156.74762037488304,159.8559192649123,154.15459252111296,157.13570417320034,17501086,Technology
2020-12-07,AAPL,159.33686416205518,163.0671069686686,157.81409607456945,159.9350930668375,19904150,Technology
2020-12-08,AAPL,156.71742370977083,157.18871741983617,154.10865988675357,156.1756702619658,14862749,Technology
2020-12-09,AAPL,155.35521074314104,157.08122480695326,153.16411161161963,155.20893900287845,4273545,Technology
2020-12-10,AAPL,153.92813993921646,155.1321290979641,151.16038659412618,153.81222831578623,16570642,Technology
2020-12-11,AAPL,152.28725346467056,152.5666560473281,149.89329035827024,151.879333928224,28167633,Technology
2020-12-14,AAPL,156.89847842334441,159.28550763404212,155.34692254207857,157.31799387708114,26499865,Technology
2020-12-15,AAPL,158.22455195782487,158.8610961957875,155.7052708378105,158.6708710805254,21444630,Technology
2020-12-16,AAPL,154.91292454476837,157.37791327019698,151.72354958440556,154.7488954087497,10372456,Technology
2020-12-17,AAPL,158.03621164657963,158.74332626489152,155.26817313882745,157.66703230534307,21883650,Technology
2020-12-18,AAPL,165.14295419740534,165.52952014248947,161.91418184175384,164.43774721492323,13482144,Technology
2020-12-21,AAPL,167.0988887563595,168.18952510219694,164.99139683336855,167.9154913189847,21430743,Technology
2020-12-22,AAPL,162.127819754526,164.95391607412802,160.33358514827592,162.89693397807466,19083757,Technology
2020-12-23,AAPL,161.47848426065713,161.9645413610499,158.6503985749973,161.40077752911114,11022045,Technology
2020-12-24,AAPL,165.84233277212834,168.76761122967292,162.34314067247,165.5710868086561,11494367,Technology
2020-12-25,AAPL,163.94801881099522,165.19469522284615,160.9652104485359,163.3104803015844,21447247,Technology
2020-12-28,AAPL,164.84220196358072,165.0705236625286,161.69306253365886,164.84174282128987,16079232,Technology
2020-12-29,AAPL,167.64700965413817,168.62006546247866,165.6646664076448,167.47800424102073,11798169,Technology
2020-12-30,AAPL,164.30331559587657,164.92820652189647,162.34319993528402,164.45693393413953,11321119,Technology
2020-12-31,AAPL,164.00376528807863,166.0705265282131,162.20334969842008,164.34337525012137,15427777,Technology
2021-01-01,AAPL,154.3874244941128,156.20826603190292,151.7365455019779,153.77193064264773,39335895,Technology
2021-01-04,AAPL,150.96907958865168,153.54936144154178,148.1302099039316,150.69837530128024,13805209,Technology
2021-01-05,AAPL,149.26409810635735,150.8284239124608,147.3391067308813,150.01249228757493,17833439,Technology
2021-01-06,AAPL,146.58067217632572,148.19863297869134,144.28545464976239,146.34383723449736,18895186,Technology
2021-01-07,AAPL,150.46346071097136,153.39862598545972,148.66013972508418,151.1948758363611,10201878,Technology
2021-01-08,AAPL,147.1884152757457,148.58161036663105,144.51058381469343,146.94587231289526,7438497,Technology
2021-01-11,AAPL,145.1935731090542,146.00127676709909,144.02330817474794,145.72609082996834,10748483,Technology
